id,question,answer,prediction,google__gemma-3-27b-it,Qwen__Qwen3-32B,meta-llama__Llama-3.3-70B-Instruct,majority_vote
393,Ce produit est-il un fonds autonome ou un compartiment d’une structure plus large ?,compartiment de Goldman Sachs Funds, Ce produit est un compartiment d’une structure plus large.,True,True,True,True
394,Quelle institution luxembourgeoise encadre ce produit d’investissement ?,Commission de Surveillance du Secteur Financier, Commission de Surveillance du Secteur Financier,True,True,True,True
395,Où le produit a-t-il obtenu son agrément ?,Luxembourg, Luxembourg,True,True,True,True
396,"Quel État membre européen a validé l’agrément de la société de gestion ?

",Irlande, Irlande,True,True,True,True
397,Quelle est l’autorité réglementaire compétente pour cette société de gestion agréée en Irlande ?,Banque centrale d'Irlande, Banque centrale d'Irlande,True,True,True,True
398,"Comment peut-on identifier que ce document est un KIID (Document d’Informations Clés pour l’Investisseur), même si ce terme n’est pas mentionné explicitement ?",Informations clés pour l'investisseur, Le document mentionne qu'il fournit des informations essentielles aux investisseurs et qu'il ne s'agit pas d'un document promotionnel. Il indique également que les informations sont fournies conformément à une obligation légale pour aider à comprendre les aspects de l'investissement et les risques associés.,True,False,True,True
399,Qui gère activement le Global Millennials Equity Portfolio ?,Goldman Sachs Asset Management Fund Services Limited, Goldman Sachs Asset Management Fund Services Limited,True,True,True,True
400,"Quel est le nom de la banque dépositaire associée à ce fonds au Luxembourg ?

",State Street Bank International GmbH Luxembourg Branch, State Street Bank International GmbH Luxembourg Branch,True,True,True,True
401,En quelle devise est libellé le fonds ?,USD, USD,True,True,True,True
402,Quelle est la devise spécifique utilisée pour la catégorie d’actions présentée dans le document ?,EUR, EUR,True,True,True,True
403,Le portefeuille suit-il un indice de manière à le répliquer ou est-il activement piloté par les gérants ?,géré activement, Le Portefeuille est géré activement par les gérants.,True,True,True,True
404,"Quel indice de référence est utilisé à titre indicatif pour ce portefeuille ?

",MSCI All Country World Growth Index (Total Return Net) (EUR), MSCI All Country World Growth Index (Total Return Net) (EUR),True,True,True,True
405,À quoi sert l’indice MSCI All Country World Growth Index dans la gestion du fonds Goldman Sachs Global Millennials Equity Portfolio ?,Le Portefeuille est géré activement et fait référence à MSCI All Country World Growth Index (Total Return Net) (EUR) (l'« Indicateur ») aux fins de la fixation de seuils de risque internes discrétionnaires qui peuvent présenter des écarts par rapport à l'Indicateur, L'indice MSCI All Country World Growth Index sert de référence pour fixer des seuils de risque internes discrétionnaires dans la gestion du fonds Goldman Sachs Global Millennials Equity Portfolio.,True,True,True,True
406,À quelle date la part E de ce compartiment a-t-elle été introduite sur le marché ?,janvier 2016, janvier 2016,True,True,True,True
407,Quelle est la date de la dernière actualisation des informations clés pour l’investisseur ?,2022-08-02T00:00:00, 08/02/2022,True,True,True,True
408,Dans quelle catégorie de risque se situe ce produit d’investissement selon l’indicateur synthétique ?,catégorie 6, catégorie 6,True,True,True,True
409,"Combien peut coûter l’accès initial au portefeuille en termes de frais d’entrée ?

",0.04, 4.00%,True,True,True,True
410,Ce portefeuille impose-t-il des frais de sortie aux investisseurs ?,Aucun, Aucun,True,True,True,True
411,Quel pourcentage est prélevé chaque année pour couvrir les frais de fonctionnement du fonds ?,0.0241, 2.41%,True,True,True,True
412,Existe-t-il une commission de performance pour ce produit d’investissement ?,Aucun, Aucun,True,True,True,True
413,Quel risque survient lorsque le portefeuille ne trouve pas facilement d’acheteur pour ses actifs ?,Risque de liquidité, Risque de liquidité,True,True,True,True
414,Quels sont les risques liés aux instruments dérivés pour cet investissement ?,Risque lié aux instruments dérivés - les instruments dérivés sont très sensibles aux fluctuations de valeur des actifs sous-jacents auxquels ils sont adossés. Certains instruments dérivés peuvent entraîner des pertes supérieures au montant initialement investi., Les instruments dérivés sont très sensibles aux fluctuations de valeur des actifs sous-jacents auxquels ils sont adossés. Certains instruments dérivés peuvent entraîner des pertes supérieures au montant initialement investi.,True,True,True,True
415,Quel est l’identifiant international attribué à cette catégorie d’actions ?,LU1341142237, MSCI All Country World Growth Index (Total Return Net) (EUR),False,False,False,False
416,Quel but d’investissement ce fonds cherche-t-il à atteindre sur le long terme ?,Le Portefeuille cherche à assurer la croissance du capital à long terme, assurer la croissance du capital à long terme,True,True,True,True
417,Le produit présenté correspond-il à un fonds autonome ou à un compartiment au sein d’un fonds plus large ?,Un Compartiment de Eastspring Investments - Classe C - LU0149984386, Le produit présenté correspond à un compartiment au sein d’un fonds plus large.,True,True,True,True
418,Sous quelle dénomination officielle est commercialisé le fonds ?,US Investment Grade Bond Fund, US Investment Grade Bond Fund,True,True,True,True
419,À quel fonds parapluie appartient le compartiment US Investment Grade Bond Fund ?,Eastspring Investments, Eastspring Investments - Classe C - LU0149984386,True,False,True,True
420,À quel type de structure d’investissement (juridiquement parlant) appartient ce fonds ?,SICAV, société d'investissement à capital variable (SICAV),True,True,True,True
421,"Ce produit est-il un FIA, un OPCVM ou un autre type de véhicule d’investissement réglementé ?

",OPCVM, OPCVM,True,True,True,True
422,Pendant combien de temps est-il conseillé aux investisseurs de conserver ses parts dans ce produit ?,au moins 5 ans, 5 ans,True,True,False,True
423,"Le compartiment a-t-il une date d’échéance prédéfinie ?

",Le Compartiment est constitué pour une durée illimitée et n'a donc pas de date d'échéance," Non, le compartiment n'a pas de date d’échéance prédéfinie.",True,True,True,True
424,"Que vise le fonds en termes de résultats pour l’investisseur à long terme ?

",vise à dégager des revenus réguliers et à accroître la valeur de votre investissement sur le long terme, surperformer l'indice ICE BofA U.S. Corporates BBB3-A3 Rated,False,False,False,False
425,À quel benchmark le compartiment compare-t-il sa performance ?,ICE BofA U.S. Corporates BBB3-A3 Rated, ICE BofA U.S. Corporates BBB3-A3 Rated,True,True,True,True
426,Le US Investment Grade Bond Fund cherche-t-il à répliquer ou à surperformer son indice de référence ?,Ce Compartiment vise à surperformer l'indice ICE BofA U.S. Corporates BBB3-A3 Rated (l'« Indice de référence »), surperformer,True,True,True,True
427,Quelle est la monnaie de base utilisée pour la gestion du fonds ?,USD, USD,True,True,True,True
428,"Les actifs du fonds sont-ils libellés en euros, en dollars ou dans une autre devise ?",dollars américains, Les actifs du fonds sont libellés en dollars américains.,True,True,True,True
429,Comment est classé ce fonds en termes de risque relatif selon l’indicateur réglementaire de 1 à 7 ?,3 sur 7, Classe de risque 3 sur 7,True,True,True,True
430,À combien s’élèvent les frais que vous payez en souscrivant à ce produit ?,0.03, 3.00% du montant que vous payez au moment de l'entrée dans cet investissement.,False,False,True,False
431,Quel est le pourcentage annuel des frais de gestion pour ce fonds ?,0.006, 0.60%,False,True,True,True
432,Ce produit facture-t-il des frais lors du rachat de vos parts ?,0, Non,True,True,True,True
433,Qui assure la fonction de dépositaire pour le US Investment Grade Bond Fund ?,"The Bank of New York SA/NV, Luxembourg branch"," The Bank of New York SA/NV, Luxembourg branch",True,True,True,True
434,Qui est le gestionnaire du compartiment présenté ?,Eastspring Investments (Luxembourg) S.A., Eastspring Investments (Luxembourg) S.A.,True,True,True,True
435,Quel organisme luxembourgeois est chargé de l’agrément de la société de gestion Eastspring Investments (Luxembourg) S.A. ?,Commission de Surveillance du Secteur Financier, Commission de Surveillance du Secteur Financier du Luxembourg,True,True,True,True
436,Où trouver les informations complémentaires sur ce compartiment en ligne ?,https://www.eastspring.lu, https://www.eastspring.lu,True,True,True,True
437,Quand le PRIIP a-t-il été officiellement mis à disposition ?,01 Janvier 2023, 01 Janvier 2023,True,True,True,True
438,"Quelle est l’adresse email à utiliser pour contacter le responsable des réclamations ?

",oliver.hermesdorf@eastspring.com, oliver.hermesdorf@eastspring.com,True,True,True,True
439,"Quel est le numéro de téléphone général du gestionnaire du compartiment ?

",352 22 99 99 5763, +352 22 99 99 5763,True,True,True,True
440,"Quel numéro appeler pour joindre directement le responsable des réclamations ?

",352 22 99 99 5764, +352 22 99 99 5764,True,True,True,True
441,À quel article du règlement SFDR ce fonds est-il conforme ?,Le Compartiment est considéré comme un fonds relevant de l'Article 8, Article 8,True,True,True,True
442,Les ordres d'achat ou de vente d'actions sont-ils limités à certains jours ou possibles en continu ?,à tout moment, Les ordres d'achat ou de vente d'actions peuvent être passés à tout moment.,True,True,True,True
443,"Comment qualifie-t-on ce type de document d'information destiné aux investisseurs de détail ?

",PRIIP, PRIIP (Packaged Retail and Insurance-based Investment Product),True,True,True,True
444,Quel est le code ISIN correspondant à la part I du fonds La Française Protectaux ?,FR0010107953, FR0010107953,True,True,True,True
445,Comment est identifié la part R de ce fonds sur les marchés financier ?,FR0010996736, FR0010996736,True,True,True,True
446,Comment s’intitule précisément la part I du fonds présenté dans le prospectus ?,La Française Protectaux - Part I, La Française Protectaux (Part I),True,True,True,True
447,Sous quelle dénomination est référencée la part R dans le document réglementaire ?,La Française Protectaux - Part R, La Française Protectaux (Part R),True,True,True,True
448,Est-ce un FCP ou une SICAV ?,Fonds Commun de Placement, FCP,True,True,True,True
449,Combien de temps est-il conseillé de conserver un investissement dans La Française Protectaux – Part I ?,2 ans, 2 ans,True,True,True,True
450,Quelle est la durée légale de vie du fonds La Française Protectaux (Part I) ?,99 ans, 99 ans,True,True,True,True
451,Ce fonds est-il ouvert à tous les investisseurs ou uniquement à une catégorie spécifique ?,Réservée aux clients professionnels au sens de la MIF, uniquement à une catégorie spécifique,True,True,True,True
452,,"Le fonds a pour objectif d’obtenir, sur la période de placement recommandée de deux ans, une performance nette de frais supérieure à celle de son indicateur de référence l’indice Solactive bund daily inverse index SODI1BUN Index (code bloomberg : BUNS FP)", Fonds Commun de Placement (FCP) de droit français,False,False,False,False
453,,Solactive bund daily inverse index SODI1BUN Index (code bloomberg : BUNS FP)," La Française Protectaux (Part I) est un Fonds Commun de Placement (FCP) de droit français initié par La Française Asset Management. Son objectif est d'obtenir une performance nette de frais supérieure à celle de son indicateur de référence, l’indice Solactive bund daily inverse index SODI1",True,False,True,True
454,,"Le fonds a pour objectif d’obtenir, sur la période de placement recommandée de deux ans, une performance nette de frais supérieure à celle de son indicateur de référence l’indice Solactive bund daily inverse index SODI1BUN Index (code bloomberg : BUNS FP)"," La Française Protectaux (Part I) est un Fonds Commun de Placement (FCP) de droit français initié par La Française Asset Management. Son objectif est d'obtenir une performance nette de frais supérieure à celle de son indicateur de référence, l’indice Solactive bund daily inverse index SODI1",True,False,True,True
455,,BUNS FP," La Française Protectaux (Part I) est un Fonds Commun de Placement (FCP) de droit français initié par La Française Asset Management. Son objectif est d'obtenir une performance nette de frais supérieure à celle de son indicateur de référence, l’indice Solactive bund daily inverse index SODI1",False,False,False,False
456,Quelle est la devise du fonds ?,Structurellement investi en obligations libellées en euros et émises ou garanties par l’État français ou un Etat dont la notation est AAA (selon Standard & Poor’s ou équivalent selon l’analyse de la société de gestion) ou Aaa (selon Moody’s ou équivalent selon l’analyse de la société de gestion), euros,True,True,True,True
457,"On peut déduire quelle est la devise d'investissement dans ce document, de quoi s'agit-il ?",€, euros,True,True,True,True
458,Où se situe ce produit sur l’échelle de risque de 1 à 7 ?,3 sur 7, 3,True,True,True,True
459,Quel pourcentage de frais maximum peut être prélevé au moment de la souscription ?,"2,00 % maximum du montant que vous payez au moment de l’entrée dans l’investissement, n'incluant pas les coûts de distribution"," 2,00 %",True,True,True,True
460,"L’investisseur supporte-t-il un coût au moment de revendre ses parts ?

",Nous ne facturons pas de coût de sortie pour ce produit, Non,True,True,True,True
461,À combien s’élèvent les frais de gestion annuels maximum de la part I ?,"0,54 % maximum de la valeur de votre investissement par an"," 52,92 €",False,False,False,False
462,Qui supervise juridiquement la société en charge de la gestion du fonds ?,Autorité des Marchés Financiers, Autorité des Marchés Financiers,True,True,True,True
463,Par quel régulateur ce fonds a-t-il été autorisé à opérer ?,Autorité des Marchés Financiers, Autorité des marchés financiers,True,True,True,True
464,Où peut-on consulter les documents réglementaires du fonds en ligne ?,www.la-francaise.com, www.la-francaise.com,True,True,True,True
465,À quelle date le document d’informations clés a-t-il été établi ?,2023-02-01T00:00:00, 02/01/2023,True,True,True,True
466,Depuis quelle date le fonds La Française Protectaux est-il agréé ?,2002-03-12T00:00:00, 03/12/2002,True,True,True,True
467,Quand les ordres de rachat sont-ils centralisés pour ce fonds ?,centralisées chaque jour de bourse (J) avant 11h00, chaque jour de bourse avant 11h00,True,True,True,True
468,Quel est le niveau minimal exigé par le fonds selon l’échelle de Standard & Poor’s ?,AAA, AAA,True,True,True,True
469,Quelle notation Moody’s est exigée pour les titres dans lesquels le fonds investit ?,Aaa, Aaa,True,True,True,True
470,À quelle agence de notation correspond la classification AAA utilisée pour sélectionner les titres ?,Standard & Poor’s, Standard & Poor’s,True,True,True,True
471,Quelle fourchette de sensibilité est ciblée pour la part I du fonds ?,entre -10 et 2, -10 à 2,True,True,True,True
472,Quelle méthode de calcul est utilisée pour évaluer le risque global du fonds ?,méthode de calcul de l'engagement, La méthode de calcul de l'engagement.,True,True,True,True
473,Quel code encadre légalement le fonctionnement de ce fonds en France ?,Code Monétaire et Financier, Code Monétaire et Financier,True,True,True,True
474,Quelle méthode est utilisée pour comptabiliser les revenus du fonds ?,méthode des intérêts encaissés, La méthode des intérêts encaissés.,True,True,True,True
475,La part I du fonds est-elle accessible à tous les investisseurs ?,Réservée aux clients professionnels au sens de la MIF," Non, la part I du fonds La Française Protectaux est réservée aux clients professionnels au sens de la MIF.",True,True,True,True
476,Quel est le nom complet du fonds présenté dans ce document ?,SELECTION ACTION RENDEMENT, SELECTION ACTION RENDEMENT,True,True,True,True
477,Quelle est la forme juridique du fonds Sélection Action Rendement ?,FONDS COMMUN DE PLACEMENT, Fonds commun de placement (FCP) de droit français.,True,True,True,True
478,"Selon la réglementation, à quelle catégorie juridique appartient ce produit, OPCVM ou FIA ?",OPCVM, OPCVM,True,True,True,True
479,"Depuis quand ce fonds est-il disponible pour les investisseurs ?

",11 juin 2004, Depuis le 11 juin 2004,True,True,True,True
480,Quelle est la durée légale de vie du fonds ?,99 ans, 99 ans,True,True,True,True
481,Quel est le code ISIN attribué à la part C du fonds ?,FR0010083634, FR0010083634,True,True,True,True
482,Les revenus générés par la part C sont-ils distribués ou capitalisés ?,Capitalisation, Capitalisation,True,True,True,True
483,En quelle devise est libellée la part C du fonds ?,Euro, Euro,True,True,True,True
484,"Quel est le public cible de la part C ?
",Tous souscripteurs, Tous souscripteurs,True,True,True,True
485,Quelle est la valeur liquidative initiale de la part C ?,1000, 1000,True,True,True,True
486,,1 part," The Fonds commun de placement de droit français ""SELECTION ACTION RENDEMENT"" was created on June 11, 2004, and has a duration of 99 years.",False,False,False,False
487,Quel est le montant minimum pour une souscription complémentaire à la part C ?,1 dix-millième de part, 1 dix-millième de part,True,True,True,True
488,Quel est le code ISIN de la part I du fonds Sélection Action Rendement ?,FR0013447018, FR0013447018,True,True,True,True
489,La part I du fonds Sélection Action Rendement fonctionne-t-elle en capitalisation ou en distribution ?,Capitalisation, Capitalisation,True,True,True,True
490,Quelle est la devise de la part I du fonds ?,Euro, Euro,True,True,True,True
491,A quel type de public s'adresse principalement la part I du fonds ?,Tous souscripteurs et plus particulièrement les investisseurs institutionnels, investisseurs institutionnels,True,True,True,True
492,A combien s'élevait la valeur liquidative de départ de la part I ?,10000, 10000,True,True,True,True
493,Quel est le montant minimum à investir pour une première souscription à la part I ?,5000000, 5000000 d'euros,True,True,True,True
494,Quel est le montant minimal pour une souscription supplémentaire à la part I ?,1 dix-millième de part, 1 dix-millième de part,True,True,True,True
495,Comment est identifiée la part S sur les marchés financiers ?,FR0013472107, FR0013472107,True,True,True,True
496,La part S fonctionne-t-elle en capitalisation ou en distribution ?,Capitalisation, Capitalisation,True,True,True,True
497,En quelle devise est libellée la part S ?,Euro, Euro,True,True,True,True
498,Quel est le profil des souscripteurs pour la part S ?,Tous souscripteurs et plus particulièrement les investisseurs institutionnels, Tous souscripteurs et plus particulièrement les investisseurs institutionnels,True,True,True,True
499,Quelle est a valeur liquidative d'origine de la part S ?,10000, 10000,True,True,True,True
500,Quel est le montant de souscription initiale exigé pour accéder à la part S ?,25000000 d'euros, 25000000 d'euros,True,True,True,True
501,Combien peut-on investir (en part )au minimum après une première souscription à la part S ?,1 dix-millième de part, 1 dix-millième de part,True,True,True,True
